#logback.classic pattern: %date{ISO8601} | %-5level | %msg [%logger{40}<%thread>] %n%xEx
2026-08-12 13:44:26,356 | INFO  | Server version name:   Apache Tomcat/10.1.55 [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,357 | INFO  | Server built:          May 5 2026 13:33:02 UTC [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,358 | INFO  | Server version number: 10.1.55.0 [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,358 | INFO  | OS Name:               Linux [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,358 | INFO  | OS Version:            6.8.0-137-generic [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,358 | INFO  | Architecture:          amd64 [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,358 | INFO  | Java Home:             /usr/lib/jvm/zulu21-ca-amd64 [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,358 | INFO  | JVM Version:           21.0.12+8-LTS [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,359 | INFO  | JVM Vendor:            Azul Systems, Inc. [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,359 | INFO  | CATALINA_BASE:         /opt/exo [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,359 | INFO  | CATALINA_HOME:         /opt/exo [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,361 | INFO  | Command line argument: --add-opens=java.base/java.io=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,362 | INFO  | Command line argument: --add-opens=java.base/java.lang=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,362 | INFO  | Command line argument: --add-opens=java.base/java.lang.invoke=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,362 | INFO  | Command line argument: --add-opens=java.base/java.lang.reflect=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,362 | INFO  | Command line argument: --add-opens=java.base/java.lang.module=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,362 | INFO  | Command line argument: --add-opens=java.base/jdk.internal.module=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,362 | INFO  | Command line argument: --add-opens=java.base/java.math=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,363 | INFO  | Command line argument: --add-opens=java.base/java.net=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,363 | INFO  | Command line argument: --add-opens=java.base/java.nio=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,363 | INFO  | Command line argument: --add-opens=java.base/java.text=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,363 | INFO  | Command line argument: --add-opens=java.base/java.util=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,363 | INFO  | Command line argument: --add-opens=java.base/java.util.concurrent=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,363 | INFO  | Command line argument: --add-opens=java.base/java.util.concurrent.atomic=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,363 | INFO  | Command line argument: --add-opens=java.base/sun.nio.ch=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,363 | INFO  | Command line argument: --add-opens=java.management/java.lang.management=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,363 | INFO  | Command line argument: --add-opens=java.desktop/java.awt.font=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,363 | INFO  | Command line argument: --add-opens=java.rmi/sun.rmi.transport=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,364 | INFO  | Command line argument: --add-opens=java.xml/com.sun.org.apache.xerces.internal.util=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,364 | INFO  | Command line argument: --add-opens=java.xml/com.sun.org.apache.xerces.internal.parsers=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,364 | INFO  | Command line argument: --add-opens=java.base/java.time=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,364 | INFO  | Command line argument: --add-opens=java.base/sun.security.util=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,364 | INFO  | Command line argument: --add-opens=java.base/sun.net.www.protocol.http=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,364 | INFO  | Command line argument: --add-opens=java.base/sun.net.www.protocol.https=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,364 | INFO  | Command line argument: --add-opens=java.base/sun.net.www.protocol.jar=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,364 | INFO  | Command line argument: --add-opens=java.base/javax.net.ssl=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,365 | INFO  | Command line argument: --add-opens=java.base/java.util.zip=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,365 | INFO  | Command line argument: --add-opens=java.base/java.util.jar=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,365 | INFO  | Command line argument: --add-opens=java.base/java.util.regex=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,365 | INFO  | Command line argument: --add-opens=java.base/java.security=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,365 | INFO  | Command line argument: --add-opens=java.base/java.nio.channels=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,365 | INFO  | Command line argument: --add-opens=java.base/java.nio.channels.spi=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,365 | INFO  | Command line argument: --add-opens=java.base/jdk.internal.reflect=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,365 | INFO  | Command line argument: --add-opens=java.xml/jdk.xml.internal=ALL-UNNAMED [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,365 | INFO  | Command line argument: -Xverify:none [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,365 | INFO  | Command line argument: -Djava.util.logging.config.file=/opt/exo/conf/logging.properties [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,365 | INFO  | Command line argument: -Dnop [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,366 | INFO  | Command line argument: -Donlyoffice.documentserver.host=192.168.1.59 [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,366 | INFO  | Command line argument: -Donlyoffice.documentserver.schema=http [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,366 | INFO  | Command line argument: -Donlyoffice.documentserver.allowedhosts=localhost,onlyoffice,192.168.1.59 [o.a.c.startup.VersionLoggerListener<main>] 
2026-08-12 13:44:26,366 | INFO  | Command line argument: -Donlyoffice.documentserver.accessOnly=false [o.a.c.startup.VersionLoggerListener<main>] 
